 0:17:40  0:17:45 4 -2800    1 1917120  True 704.145834  8.165923   1.520833 57021 1713 1017.020089 1008.854166
 0:17:45  0:17:50 4 -2800    6 1914320  True 703.625000  7.645089   2.041667 57021 1713 1017.020089 1009.375000
 0:17:50  0:17:55 4 -2800   11 1911520  True 703.104167  7.124256   2.562500 57021 1713 1017.020089 1009.895833
 0:17:55  0:18:00 4 -2800   16 1908720  True 702.583334  6.603423   3.083333 57021 1713 1017.020089 1010.416666
 0:18:00  0:18:05 4 -2800   21 1905920  True 702.062500  6.082589   3.604167 57021 1713 1017.020089 1010.937500
 0:18:05  0:18:10 4 -2800   26 1903120  True 701.541667  5.561756   4.125000 57021 1713 1017.020089 1011.458333
 0:18:10  0:18:15 4 -2800   31 1900320  True 701.020834  5.040923   4.645833 57021 1713 1017.020089 1011.979166
 0:18:15  0:18:20 4 -2800   36 1897520  True 700.500000  4.520089   5.166667 57021 1713 1017.020089 1012.500000
 0:18:20  0:18:25 4 -2800   41 1894720  True 699.979167  3.999256   5.687500 57021 1713 1017.020089 1013.020833
 0:18:25  0:18:30 4 -2800   46 1891920  True 699.458334  3.478423   6.208333 57021 1713 1017.020089 1013.541666
 0:18:30  0:18:35 4 -2800   51 1889120  True 698.937500  2.957589   6.729167 57021 1713 1017.020089 1014.062500
 0:18:35  0:18:40 4 -2800   56 1886320  True 698.416667  2.436756   7.250000 57021 1713 1017.020089 1014.583333
 0:18:40  0:18:45 4 -2800   61 1883520  True 697.895834  1.915923   7.770833 57021 1713 1017.020089 1015.104166
 0:18:45  0:18:50 4 -2800   66 1880720  True 697.375000  1.395089   8.291667 57021 1713 1017.020089 1015.625000
 0:18:50  0:18:55 4 -2800   71 1877920  True 696.854167  0.874256   8.812500 57021 1713 1017.020089 1016.145833
 0:18:55  0:19:00 4     0   76 1877920 False 696.854167  0.874256   8.812500 57022 1713 1017.020089 1016.145833
 0:19:00  0:19:05 4     0   81 1877920 False 696.854167  0.874256   8.812500 57023 1713 1017.020089 1016.145833
